SALEDATE,YEAR,MONTHNAME,SALES,COST_OF_SALES,QUANTITY_SOLD,SALES_PER_UNIT,SALESTYPE,DAILY_GROSSPROFIT,DAILY_SALESPRICEPERUNIT,AVERAGE_UNIT_SALES_PRICE
2014-09-11,2014,Sep,70875.11067,69489.36085,2023,35.03,Regular Day,1385.74982,35.03,33.28466
2014-09-12,2014,Sep,148634.39140,145956.13970,4242,35.04,Regular Day,2678.25170,35.04,33.28466
2014-09-13,2014,Sep,171724.82880,168652.20360,4901,35.04,Regular Day,3072.62520,35.04,33.28466
2014-09-14,2014,Sep,86435.69883,84948.37458,2467,35.04,Regular Day,1487.32425,35.04,33.28466
2014-09-15,2014,Sep,120236.18270,118094.04320,3432,35.03,Regular Day,2142.13950,35.03,33.28466
2014-09-16,2014,Sep,83204.19669,81753.42459,2375,35.03,Regular Day,1450.77210,35.03,33.28466
2014-09-17,2014,Sep,73768.03473,72471.91932,2105,35.04,Regular Day,1296.11541,35.04,33.28466
2014-09-18,2014,Sep,69425.44512,68280.38328,1982,35.03,Regular Day,1145.06184,35.03,33.28466
2014-09-19,2014,Sep,137154.95410,135276.90960,3915,35.03,Regular Day,1878.04450,35.03,33.28466
2014-09-20,2014,Sep,153569.06190,151376.13560,4383,35.04,Regular Day,2192.92630,35.04,33.28466
2014-09-21,2014,Sep,75633.32059,74546.66825,2159,35.03,Regular Day,1086.65234,35.03,33.28466
2014-09-22,2014,Sep,90815.92981,89653.63759,2592,35.04,Regular Day,1162.29222,35.04,33.28466
2014-09-23,2014,Sep,110118.15640,108880.40900,3143,35.04,Regular Day,1237.74740,35.04,33.28466
2014-09-24,2014,Sep,209908.38310,223554.08660,6457,32.51,Promo Day,-13645.70350,32.51,33.28466
2014-09-25,2014,Sep,358365.68300,382967.98320,11039,32.46,Promo Day,-24602.30020,32.46,33.28466
2014-09-26,2014,Sep,585463.99600,625980.93020,18036,32.46,Promo Day,-40516.93420,32.46,33.28466
2014-09-27,2014,Sep,617019.09150,661010.59130,19017,32.45,Promo Day,-43991.49980,32.45,33.28466
2014-09-28,2014,Sep,283850.59710,304440.65150,8747,32.45,Promo Day,-20590.05440,32.45,33.28466
2014-09-29,2014,Sep,264317.11040,283912.96870,8147,32.44,Promo Day,-19595.85830,32.44,33.28466
2014-09-30,2014,Sep,358024.98130,384823.43990,11036,32.44,Promo Day,-26798.45860,32.44,33.28466
2014-10-01,2014,Oct,594438.28080,639306.56880,18330,32.43,Promo Day,-44868.28800,32.43,35.90580
2014-10-02,2014,Oct,470507.66300,506072.03330,14503,32.44,Promo Day,-35564.37030,32.44,35.90580
2014-10-03,2014,Oct,518693.52870,557939.36930,15986,32.45,Promo Day,-39245.84060,32.45,35.90580
2014-10-04,2014,Oct,656245.82840,705891.30030,20223,32.45,Promo Day,-49645.47190,32.45,35.90580
2014-10-05,2014,Oct,280055.11770,301279.65500,8631,32.45,Promo Day,-21224.53730,32.45,35.90580
2014-10-06,2014,Oct,375648.01750,404178.92110,11579,32.44,Promo Day,-28530.90360,32.44,35.90580
2014-10-07,2014,Oct,78111.71646,74251.87473,2127,36.72,Regular Day,3859.84173,36.72,35.90580
2014-10-08,2014,Oct,70509.13279,67141.97963,1923,36.67,Regular Day,3367.15316,36.67,35.90580
2014-10-09,2014,Oct,103281.31100,98065.93908,2809,36.77,Regular Day,5215.37192,36.77,35.90580
2014-10-10,2014,Oct,179841.43180,170757.58120,4891,36.77,Regular Day,9083.85060,36.77,35.90580
2014-10-11,2014,Oct,138038.23980,131192.31680,3758,36.73,Regular Day,6845.92300,36.73,35.90580
2014-10-12,2014,Oct,61037.56223,57992.34151,1661,36.75,Regular Day,3045.22072,36.75,35.90580
2014-10-13,2014,Oct,86799.75945,82392.33326,2360,36.78,Regular Day,4407.42619,36.78,35.90580
2014-10-14,2014,Oct,69570.50147,66313.94098,1894,36.73,Regular Day,3256.56049,36.73,35.90580
2014-10-15,2014,Oct,130476.35530,124398.43160,3548,36.77,Regular Day,6077.92370,36.77,35.90580
2014-10-16,2014,Oct,95229.77348,91087.85134,2591,36.75,Regular Day,4141.92214,36.75,35.90580
2014-10-17,2014,Oct,121057.86130,116949.79130,3293,36.76,Regular Day,4108.07000,36.76,35.90580
2014-10-18,2014,Oct,169498.91640,164492.94660,4611,36.76,Regular Day,5005.96980,36.76,35.90580
2014-10-19,2014,Oct,90692.37588,87911.21158,2468,36.75,Regular Day,2781.16430,36.75,35.90580
2014-10-20,2014,Oct,101723.91500,98870.81188,2773,36.68,Regular Day,2853.10312,36.68,35.90580
2014-10-21,2014,Oct,103395.69130,100424.15570,2815,36.73,Regular Day,2971.53560,36.73,35.90580
2014-10-22,2014,Oct,99075.59910,96511.72216,2701,36.68,Regular Day,2563.87694,36.68,35.90580
2014-10-23,2014,Oct,97476.14472,94763.84255,2651,36.77,Regular Day,2712.30217,36.77,35.90580
2014-10-24,2014,Oct,248974.65280,241961.14320,6781,36.72,Regular Day,7013.50960,36.72,35.90580
2014-10-25,2014,Oct,302721.68330,294129.67110,8249,36.70,Regular Day,8592.01220,36.70,35.90580
2014-10-26,2014,Oct,128520.72780,124739.23390,3502,36.70,Regular Day,3781.49390,36.70,35.90580
2014-10-27,2014,Oct,145185.26830,140651.93720,3949,36.77,Regular Day,4533.33110,36.77,35.90580
2014-10-28,2014,Oct,89527.55663,87067.05132,2435,36.77,Regular Day,2460.50531,36.77,35.90580
2014-10-29,2014,Oct,81991.88284,80112.54801,2232,36.73,Regular Day,1879.33483,36.73,35.90580
2014-10-30,2014,Oct,69704.49111,68293.09639,1898,36.73,Regular Day,1411.39472,36.73,35.90580
2014-10-31,2014,Oct,166652.39480,163319.71650,4537,36.73,Regular Day,3332.67830,36.73,35.90580
2014-11-01,2014,Nov,247453.10220,242638.80120,6730,36.77,Regular Day,4814.30100,36.77,39.25800
2014-11-02,2014,Nov,148476.18120,145646.33680,4038,36.77,Regular Day,2829.84440,36.77,39.25800
2014-11-03,2014,Nov,205368.92260,201281.23900,5581,36.80,Regular Day,4087.68360,36.80,39.25800
2014-11-04,2014,Nov,99244.68185,90949.44225,2519,39.40,Regular Day,8295.23960,39.40,39.25800
2014-11-05,2014,Nov,72756.86310,67872.77433,1847,39.39,Regular Day,4884.08877,39.39,39.25800
2014-11-06,2014,Nov,86867.45808,84486.08609,2309,37.62,Regular Day,2381.37199,37.62,39.25800
2014-11-07,2014,Nov,140167.80390,136539.20330,3722,37.66,Regular Day,3628.60060,37.66,39.25800
2014-11-08,2014,Nov,160727.30280,156700.82500,4268,37.66,Regular Day,4026.47780,37.66,39.25800
2014-11-09,2014,Nov,74115.62878,71994.34639,1968,37.66,Regular Day,2121.28239,37.66,39.25800
2014-11-10,2014,Nov,76103.29152,73967.60569,2016,37.75,Regular Day,2135.68583,37.75,39.25800
2014-11-11,2014,Nov,56303.36657,54996.86661,1497,37.61,Regular Day,1306.49996,37.61,39.25800
2014-11-12,2014,Nov,49436.81586,48289.89228,1314,37.62,Regular Day,1146.92358,37.62,39.25800
2014-11-13,2014,Nov,55033.12240,53997.21887,1466,37.54,Regular Day,1035.90353,37.54,39.25800
2014-11-14,2014,Nov,149808.16590,146994.89550,3984,37.60,Regular Day,2813.27040,37.60,39.25800
2014-11-15,2014,Nov,180685.51070,176898.27780,4802,37.63,Regular Day,3787.23290,37.63,39.25800
2014-11-16,2014,Nov,75871.43677,73905.81016,2017,37.62,Regular Day,1965.62661,37.62,39.25800
2014-11-17,2014,Nov,86313.33408,84418.78911,2297,37.58,Regular Day,1894.54497,37.58,39.25800
2014-11-18,2014,Nov,62631.79875,61158.36109,1665,37.62,Regular Day,1473.43766,37.62,39.25800
2014-11-19,2014,Nov,48529.10336,47409.55406,1291,37.59,Regular Day,1119.54930,37.59,39.25800
2014-11-20,2014,Nov,51040.88137,50038.14263,1361,37.50,Regular Day,1002.73874,37.50,39.25800
2014-11-21,2014,Nov,53973.92224,47192.49828,1281,42.13,Regular Day,6781.42396,42.13,39.25800
2014-11-22,2014,Nov,47497.98253,41179.08825,1122,42.33,Regular Day,6318.89428,42.33,39.25800
2014-11-23,2014,Nov,31219.95153,26893.30468,737,42.36,Regular Day,4326.64685,42.36,39.25800
2014-11-24,2014,Nov,26870.32387,23516.04172,641,41.92,Regular Day,3354.28215,41.92,39.25800
2014-11-25,2014,Nov,40530.64229,35674.19076,968,41.87,Regular Day,4856.45153,41.87,39.25800
2014-11-26,2014,Nov,30371.43134,26054.84917,709,42.84,Regular Day,4316.58217,42.84,39.25800
2014-11-27,2014,Nov,37776.65877,32719.68964,880,42.93,Regular Day,5056.96913,42.93,39.25800
2014-11-28,2014,Nov,46818.20532,40652.57641,1096,42.72,Regular Day,6165.62891,42.72,39.25800
2014-11-29,2014,Nov,88321.62555,79880.24368,2068,42.71,Regular Day,8441.38187,42.71,39.25800
2014-11-30,2014,Nov,101037.82780,93177.88470,2375,42.54,Regular Day,7859.94310,42.54,39.25800
2014-12-01,2014,Dec,105100.66760,97257.39467,2492,42.18,Regular Day,7843.27293,42.18,39.69580
2014-12-02,2014,Dec,88219.52549,85533.42892,2170,40.65,Regular Day,2686.09657,40.65,39.69580
2014-12-03,2014,Dec,71590.36929,69654.93031,1784,40.13,Regular Day,1935.43898,40.13,39.69580
2014-12-04,2014,Dec,54996.62169,54503.02855,1368,40.20,Regular Day,493.59314,40.20,39.69580
2014-12-05,2014,Dec,77884.18161,77619.29489,1914,40.69,Regular Day,264.88672,40.69,39.69580
2014-12-06,2014,Dec,150370.11670,154998.83460,3765,39.94,Regular Day,-4628.71790,39.94,39.69580
2014-12-07,2014,Dec,104675.37610,111903.73790,2712,38.60,Regular Day,-7228.36180,38.60,39.69580
2014-12-08,2014,Dec,90121.53048,91081.66819,2222,40.56,Regular Day,-960.13771,40.56,39.69580
2014-12-09,2014,Dec,75425.44370,77014.25596,1861,40.53,Regular Day,-1588.81226,40.53,39.69580
2014-12-10,2014,Dec,161844.80940,169348.51860,4095,39.52,Regular Day,-7503.70920,39.52,39.69580
2014-12-11,2014,Dec,158603.35700,171692.99360,4157,38.15,Regular Day,-13089.63660,38.15,39.69580
2014-12-12,2014,Dec,279092.09600,301236.10990,7259,38.45,Regular Day,-22144.01390,38.45,39.69580
2014-12-13,2014,Dec,369350.98950,402564.67860,9654,38.26,Regular Day,-33213.68910,38.26,39.69580
2014-12-14,2014,Dec,177500.10770,192327.32070,4632,38.32,Regular Day,-14827.21300,38.32,39.69580
2014-12-15,2014,Dec,282246.62870,304489.63830,7341,38.45,Regular Day,-22243.00960,38.45,39.69580
2014-12-16,2014,Dec,166037.92570,179571.12910,4308,38.54,Regular Day,-13533.20340,38.54,39.69580
2014-12-17,2014,Dec,148910.99840,161137.52200,3865,38.53,Regular Day,-12226.52360,38.53,39.69580
2014-12-18,2014,Dec,202359.14290,221435.76860,5288,38.27,Regular Day,-19076.62570,38.27,39.69580
2014-12-19,2014,Dec,274343.65430,299516.83780,7141,38.42,Regular Day,-25173.18350,38.42,39.69580
2014-12-20,2014,Dec,316167.07470,346378.30480,8268,38.24,Regular Day,-30211.23010,38.24,39.69580
2014-12-21,2014,Dec,173833.40010,190644.50160,4541,38.28,Regular Day,-16811.10150,38.28,39.69580
2014-12-22,2014,Dec,204565.08180,210188.90940,5014,40.80,Regular Day,-5623.82760,40.80,39.69580
2014-12-23,2014,Dec,316394.73090,326627.13840,7778,40.68,Regular Day,-10232.40750,40.68,39.69580
2014-12-24,2014,Dec,486230.32020,495909.08960,11809,41.17,Regular Day,-9678.76940,41.17,39.69580
2014-12-25,2014,Dec,137686.53210,140525.78670,3344,41.17,Regular Day,-2839.25460,41.17,39.69580
2014-12-26,2014,Dec,48102.96241,49028.36507,1169,41.15,Regular Day,-925.40266,41.15,39.69580
2014-12-27,2014,Dec,110162.13200,112383.55920,2676,41.17,Regular Day,-2221.42720,41.17,39.69580
2014-12-28,2014,Dec,69051.33709,70482.71780,1677,41.18,Regular Day,-1431.38071,41.18,39.69580
2014-12-29,2014,Dec,133307.36900,136003.48250,3237,41.18,Regular Day,-2696.11350,41.18,39.69580
2014-12-30,2014,Dec,216389.50430,235723.76480,5607,38.59,Regular Day,-19334.26050,38.59,39.69580
2014-12-31,2014,Dec,365055.31200,398013.34830,9464,38.57,Regular Day,-32958.03630,38.57,39.69580
2015-01-01,2015,Jan,112161.41960,122170.43170,2905,38.61,Regular Day,-10009.01210,38.61,40.67387
2015-01-02,2015,Jan,271101.46170,295019.46940,7023,38.60,Regular Day,-23918.00770,38.60,40.67387
2015-01-03,2015,Jan,245813.28830,267734.72530,6371,38.58,Regular Day,-21921.43700,38.58,40.67387
2015-01-04,2015,Jan,178394.81200,194427.44800,4624,38.58,Regular Day,-16032.63600,38.58,40.67387
2015-01-05,2015,Jan,220443.63150,239988.02750,5717,38.56,Regular Day,-19544.39600,38.56,40.67387
2015-01-06,2015,Jan,181534.18870,197328.94390,4705,38.58,Regular Day,-15794.75520,38.58,40.67387
2015-01-07,2015,Jan,83176.48139,84728.83120,2020,41.18,Regular Day,-1552.34981,41.18,40.67387
2015-01-08,2015,Jan,76894.77935,78468.09550,1868,41.16,Regular Day,-1573.31615,41.16,40.67387
2015-01-09,2015,Jan,123859.38800,126444.14250,3008,41.18,Regular Day,-2584.75450,41.18,40.67387
2015-01-10,2015,Jan,120807.57420,123392.80410,2934,41.18,Regular Day,-2585.22990,41.18,40.67387
2015-01-11,2015,Jan,69597.36735,71051.36350,1690,41.18,Regular Day,-1453.99615,41.18,40.67387
2015-01-12,2015,Jan,84738.29441,86467.53775,2058,41.18,Regular Day,-1729.24334,41.18,40.67387
2015-01-13,2015,Jan,64653.97214,65980.42209,1570,41.18,Regular Day,-1326.44995,41.18,40.67387
2015-01-14,2015,Jan,59553.38603,60703.35603,1446,41.18,Regular Day,-1149.97000,41.18,40.67387
2015-01-15,2015,Jan,79080.75696,80337.74831,1921,41.17,Regular Day,-1256.99135,41.17,40.67387
2015-01-16,2015,Jan,149444.05680,152030.98650,3629,41.18,Regular Day,-2586.92970,41.18,40.67387
2015-01-17,2015,Jan,170624.07990,173547.02710,4144,41.17,Regular Day,-2922.94720,41.17,40.67387
2015-01-18,2015,Jan,74744.28315,76003.92825,1815,41.18,Regular Day,-1259.64510,41.18,40.67387
2015-01-19,2015,Jan,90144.16140,91110.96935,2189,41.18,Regular Day,-966.80795,41.18,40.67387
2015-01-20,2015,Jan,97826.80880,99134.30699,2376,41.17,Regular Day,-1307.49819,41.17,40.67387
2015-01-21,2015,Jan,62795.97915,64144.08888,1525,41.18,Regular Day,-1348.10973,41.18,40.67387
2015-01-22,2015,Jan,66550.98983,67952.15055,1616,41.18,Regular Day,-1401.16072,41.18,40.67387
2015-01-23,2015,Jan,154670.89070,158031.79100,3757,41.17,Regular Day,-3360.90030,41.17,40.67387
2015-01-24,2015,Jan,158722.10560,162082.41840,3855,41.17,Regular Day,-3360.31280,41.17,40.67387
2015-01-25,2015,Jan,78092.27692,79795.04310,1897,41.17,Regular Day,-1702.76618,41.17,40.67387
2015-01-26,2015,Jan,91830.40204,93808.08675,2230,41.18,Regular Day,-1977.68471,41.18,40.67387
2015-01-27,2015,Jan,76992.93568,78614.45775,1870,41.17,Regular Day,-1621.52207,41.17,40.67387
2015-01-28,2015,Jan,59897.71588,61194.18026,1455,41.17,Regular Day,-1296.46438,41.17,40.67387
2015-01-29,2015,Jan,57310.19404,58531.41099,1392,41.17,Regular Day,-1221.21695,41.17,40.67387
2015-01-30,2015,Jan,134540.21450,137221.53750,3268,41.17,Regular Day,-2681.32300,41.17,40.67387
2015-01-31,2015,Jan,200193.61200,203814.73640,4862,41.18,Regular Day,-3621.12440,41.18,40.67387
2015-02-01,2015,Feb,171469.93050,174652.45800,4165,41.17,Regular Day,-3182.52750,41.17,38.92285
2015-02-02,2015,Feb,151737.21880,154148.59880,3685,41.18,Regular Day,-2411.38000,41.18,38.92285
2015-02-03,2015,Feb,102072.44340,103634.96420,2479,41.17,Regular Day,-1562.52080,41.17,38.92285
2015-02-04,2015,Feb,82514.10512,83232.39137,2005,41.15,Regular Day,-718.28625,41.15,38.92285
2015-02-05,2015,Feb,46211.33246,46407.29912,1122,41.19,Regular Day,-195.96666,41.19,38.92285
2015-02-06,2015,Feb,85730.41481,85765.70934,2082,41.18,Regular Day,-35.29453,41.18,38.92285
2015-02-07,2015,Feb,105918.29330,105662.55620,2573,41.17,Regular Day,255.73710,41.17,38.92285
2015-02-08,2015,Feb,73041.66087,73046.23390,1774,41.17,Regular Day,-4.57303,41.17,38.92285
2015-02-09,2015,Feb,97908.54710,97097.93659,2378,41.17,Regular Day,810.61051,41.17,38.92285
2015-02-10,2015,Feb,138667.41590,148522.84900,3677,37.71,Regular Day,-9855.43310,37.71,38.92285
2015-02-11,2015,Feb,162162.10350,173661.82780,4299,37.72,Regular Day,-11499.72430,37.72,38.92285
2015-02-12,2015,Feb,138520.12680,147756.34280,3674,37.70,Regular Day,-9236.21600,37.70,38.92285
2015-02-13,2015,Feb,358597.42850,382447.08040,9505,37.73,Regular Day,-23849.65190,37.73,38.92285
2015-02-14,2015,Feb,424009.88250,451548.02760,11237,37.73,Regular Day,-27538.14510,37.73,38.92285
2015-02-15,2015,Feb,203861.47240,217065.61520,5406,37.71,Regular Day,-13204.14280,37.71,38.92285
2015-02-16,2015,Feb,220506.20930,234723.22000,5846,37.72,Regular Day,-14217.01070,37.72,38.92285
2015-02-17,2015,Feb,139935.93700,148697.54370,3713,37.69,Regular Day,-8761.60670,37.69,38.92285
2015-02-18,2015,Feb,161064.75230,170739.36660,4270,37.72,Regular Day,-9674.61430,37.72,38.92285
2015-02-19,2015,Feb,144328.54520,152824.11490,3827,37.71,Regular Day,-8495.56970,37.71,38.92285
2015-02-20,2015,Feb,293071.75920,310240.37840,7770,37.72,Regular Day,-17168.61920,37.72,38.92285
2015-02-21,2015,Feb,267782.15400,283430.33680,7102,37.71,Regular Day,-15648.18280,37.71,38.92285
2015-02-22,2015,Feb,136052.68840,144020.12280,3608,37.71,Regular Day,-7967.43440,37.71,38.92285
2015-02-23,2015,Feb,86703.31409,85730.96654,2150,40.33,Regular Day,972.34755,40.33,38.92285
2015-02-24,2015,Feb,95474.35737,100867.52410,2530,37.74,Regular Day,-5393.16673,37.74,38.92285
2015-02-25,2015,Feb,198431.62750,209499.79410,5253,37.77,Regular Day,-11068.16660,37.77,38.92285
2015-02-26,2015,Feb,157291.73400,166305.03760,4171,37.71,Regular Day,-9013.30360,37.71,38.92285
2015-02-27,2015,Feb,307540.67520,324997.33650,8156,37.71,Regular Day,-17456.66130,37.71,38.92285
2015-02-28,2015,Feb,350898.76350,375030.63550,9296,37.75,Regular Day,-24131.87200,37.75,38.92285
2015-03-01,2015,Mar,256701.54270,276569.25040,6803,37.73,Regular Day,-19867.70770,37.73,39.51419
2015-03-02,2015,Mar,234705.59280,252709.82310,6221,37.73,Regular Day,-18004.23030,37.73,39.51419
2015-03-03,2015,Mar,249380.56540,268761.83240,6611,37.72,Regular Day,-19381.26700,37.72,39.51419
2015-03-04,2015,Mar,258211.44420,278825.60670,6843,37.73,Regular Day,-20614.16250,37.73,39.51419
2015-03-05,2015,Mar,145975.83390,157578.00590,3858,37.84,Regular Day,-11602.17200,37.84,39.51419
2015-03-06,2015,Mar,269239.85260,291365.01760,7128,37.77,Regular Day,-22125.16500,37.77,39.51419
2015-03-07,2015,Mar,306920.21160,332242.41160,8127,37.77,Regular Day,-25322.20000,37.77,39.51419
2015-03-08,2015,Mar,122106.79560,121394.81220,2966,41.17,Regular Day,711.98340,41.17,39.51419
2015-03-09,2015,Mar,117661.28080,116861.15830,2858,41.17,Regular Day,800.12250,41.17,39.51419
2015-03-10,2015,Mar,62499.79917,62073.87265,1518,41.17,Regular Day,425.92652,41.17,39.51419
2015-03-11,2015,Mar,57063.98412,56638.28137,1386,41.17,Regular Day,425.70275,41.17,39.51419
2015-03-12,2015,Mar,48008.48284,47681.67208,1166,41.17,Regular Day,326.81076,41.17,39.51419
2015-03-13,2015,Mar,117446.83910,116681.14160,2853,41.17,Regular Day,765.69750,41.17,39.51419
2015-03-14,2015,Mar,150591.54790,149573.82760,3657,41.18,Regular Day,1017.72030,41.18,39.51419
2015-03-15,2015,Mar,67152.47495,66802.98322,1631,41.17,Regular Day,349.49173,41.17,39.51419
2015-03-16,2015,Mar,80635.28925,80121.29052,1959,41.16,Regular Day,513.99873,41.16,39.51419
2015-03-17,2015,Mar,50669.63710,50308.95705,1230,41.19,Regular Day,360.68005,41.19,39.51419
2015-03-18,2015,Mar,48648.99266,48362.06879,1182,41.16,Regular Day,286.92387,41.16,39.51419
2015-03-19,2015,Mar,43213.17762,42981.21685,1050,41.16,Regular Day,231.96077,41.16,39.51419
2015-03-20,2015,Mar,96881.01809,96453.28728,2353,41.17,Regular Day,427.73081,41.17,39.51419
2015-03-21,2015,Mar,121360.88510,120829.28800,2947,41.18,Regular Day,531.59710,41.18,39.51419
2015-03-22,2015,Mar,66954.36637,66756.37644,1626,41.18,Regular Day,197.98993,41.18,39.51419
2015-03-23,2015,Mar,81342.15076,81132.01290,1976,41.17,Regular Day,210.13786,41.17,39.51419
2015-03-24,2015,Mar,125060.70790,136375.15270,3312,37.76,Regular Day,-11314.44480,37.76,39.51419
2015-03-25,2015,Mar,253218.83120,276194.82950,6704,37.77,Regular Day,-22975.99830,37.77,39.51419
2015-03-26,2015,Mar,229184.47190,250361.15020,6077,37.71,Regular Day,-21176.67830,37.71,39.51419
2015-03-27,2015,Mar,354191.35100,386464.65130,9386,37.74,Regular Day,-32273.30030,37.74,39.51419
2015-03-28,2015,Mar,459484.66660,501362.57250,12181,37.72,Regular Day,-41877.90590,37.72,39.51419
2015-03-29,2015,Mar,224102.88850,244359.80750,5937,37.75,Regular Day,-20256.91900,37.75,39.51419
2015-03-30,2015,Mar,215203.55880,234819.44740,5706,37.72,Regular Day,-19615.88860,37.72,39.51419
2015-03-31,2015,Mar,355534.91200,386988.91470,9421,37.74,Regular Day,-31454.00270,37.74,39.51419
2015-04-01,2015,Apr,498894.34390,542483.83580,13207,37.77,Regular Day,-43589.49190,37.77,39.97733
